,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
8755,153235,INF109KC19Z4,INF109K1A013,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Annual IDCW,10.4279,2025-07-04
8756,153234,INF109KC18Z6,-,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth,10.4279,2025-07-04
8757,153237,INF109KC16Z0,INF109KC17Z8,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Annual IDCW,10.437,2025-07-04
8758,153236,INF109KC15Z2,-,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Growth,10.437,2025-07-04
8759,153412,INF109K1A054,INF109K1A047,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Annual IDCW,10.2384,2025-07-04
8760,153410,INF109K1A070,INF109K1A088,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Annual IDCW,10.246,2025-07-04
8761,153411,INF109K1A062,-,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,10.246,2025-07-04
8762,153409,INF109K1A039,-,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth,10.2385,2025-07-04
8763,149219,INF109KC1U50,-,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,17.0512,2025-07-03
8764,149221,INF109KC1U68,INF109KC1U76,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,17.0496,2025-07-03
8765,149218,INF109KC1U27,-,ICICI Prudential NASDAQ 100 Index Fund - Growth,16.7572,2025-07-03
8766,149220,INF109KC1U35,INF109KC1U43,ICICI Prudential NASDAQ 100 Index Fund - IDCW,16.7569,2025-07-03
8767,150452,INF109KC11D8,-,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,17.1055,2025-07-04
8768,150453,INF109KC12D6,INF109KC13D4,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW,17.1029,2025-07-04
8769,150454,INF109KC18C5,-,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,16.7996,2025-07-04
8770,150451,INF109KC19C3,INF109KC10D0,ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW,16.7988,2025-07-04
8771,101349,INF109K01PI0,-,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,255.7109,2025-07-04
8772,120620,INF109K012M7,-,ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option,266.4033,2025-07-04
8773,135391,INF109KB1NL1,INF109KB1NM9,ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option,35.8253,2025-07-04
8774,135390,INF109KB1NN7,INF109KB1NO5,ICICI Prudential Nifty 50 Index Fund - IDCW Option,34.0666,2025-07-04
8775,153161,INF109KC16Y3,-,ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth,10.5929,2025-07-04
8776,153159,INF109KC18Y9,INF109KC17Y1,ICICI Prudential Nifty 500 Index Fund - Direct Plan - IDCW,10.5929,2025-07-04
8777,153162,INF109KC13Y0,-,ICICI Prudential Nifty 500 Index Fund - Growth,10.5592,2025-07-04
8778,153160,INF109KC15Y5,INF109KC14Y8,ICICI Prudential Nifty 500 Index Fund - IDCW,10.5593,2025-07-04
8779,150643,INF109KC16J4,-,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,19.2022,2025-07-04
8780,150644,INF109KC17J2,INF109KC18J0,ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW,19.2021,2025-07-04
8781,150645,INF109KC13J1,-,ICICI Prudential Nifty Auto Index Fund - Growth,18.9235,2025-07-04
8782,150646,INF109KC14J9,INF109KC15J6,ICICI Prudential Nifty Auto Index Fund - IDCW,18.9241,2025-07-04
8783,149858,INF109KC11A4,-,ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth,16.3566,2025-07-04
8784,149861,INF109KC12A2,INF109KC13A0,ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW,16.3564,2025-07-04
8785,149859,INF109KC1Z89,-,ICICI Prudential Nifty Bank Index Fund - Growth,15.9967,2025-07-04
8786,149860,INF109KC1Z97,INF109KC10A6,ICICI Prudential Nifty Bank Index Fund - IDCW,15.9966,2025-07-04
8787,150734,INF109KC16K2,INF109KC17K0,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW,12.6951,2025-07-04
8788,150735,INF109KC19K6,INF109KC10L3,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW,12.7608,2025-07-04
8789,150733,INF109KC18K8,-,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth,12.7616,2025-07-04
8790,150732,INF109KC15K4,-,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,12.695,2025-07-04
8791,150468,INF109KC13E2,-,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,13.6333,2025-07-04
8792,150469,INF109KC14E0,INF109KC15E7,ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW,13.64,2025-07-04
8793,150466,INF109KC10E8,-,ICICI Prudential Nifty IT Index Fund - Growth,13.4269,2025-07-04
8794,150467,INF109KC11E6,INF109KC12E4,ICICI Prudential Nifty IT Index Fund - IDCW,13.4271,2025-07-04
8795,152482,INF109KC12U0,-,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,12.3551,2025-07-04
8796,152483,INF109KC13U8,INF109KC14U6,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,12.3547,2025-07-04
8797,152481,INF109KC15U3,-,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,12.2641,2025-07-04
8798,152484,INF109KC16U1,INF109KC17U9,ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW,12.2641,2025-07-04
8799,149389,INF109KC1W58,-,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,19.5833,2025-07-04
8800,149391,INF109KC1W66,INF109KC1W74,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW,19.5832,2025-07-04
8801,149390,INF109KC1W25,-,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,19.1006,2025-07-04
8802,149388,INF109KC1W33,INF109KC1W41,ICICI Prudential Nifty Midcap 150 Index Fund - IDCW,19.1002,2025-07-04
8803,120684,INF109K01Y80,-,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,63.4132,2025-07-04
8804,120683,INF109K01Y64,INF109K01Y72,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW,63.3895,2025-07-04
8805,112957,INF109K01IF1,-,ICICI Prudential Nifty Next 50 Index Fund - Growth,60.1818,2025-07-04
8806,112958,INF109K01PR1,INF109K01IE4,ICICI Prudential Nifty Next 50 Index Fund -IDCW,60.1811,2025-07-04
8807,150930,INF109KC11M9,-,ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth,17.2782,2025-07-04
8808,150928,INF109KC12M7,INF109KC13M5,ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW,17.2791,2025-07-04
8809,150929,INF109KC18L6,-,ICICI Prudential Nifty Pharma Index Fund - Growth,16.9995,2025-07-04
8810,150931,INF109KC19L4,INF109KC10M1,ICICI Prudential Nifty Pharma Index Fund - IDCW,16.9995,2025-07-04
8811,149224,INF109KC1S62,INF109KC1S70,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW,12.449,2025-07-04
8812,149227,INF109KC1T46,INF109KC1T53,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW,12.5404,2025-07-04
8813,149210,INF109KC1S88,-,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,12.5404,2025-07-04
8814,149226,INF109KC1T12,INF109KC1T38,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW,10.1235,2022-09-16
8815,149225,INF109KC1T04,INF109KC1S96,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW,9.946,2022-09-16
8816,149208,INF109KC1S13,-,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,12.4492,2025-07-04
8817,149223,INF109KC1S47,INF109KC1S54,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW,10.104,2022-09-16
8818,149222,INF109KC1S39,INF109KC1S21,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW,9.9457,2022-09-16
8819,150731,INF109KC12L9,INF109KC13L7,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW,12.6332,2025-07-04
8820,150730,INF109KC15L2,INF109KC16L0,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW,12.6961,2025-07-04
8821,150729,INF109KC14L5,-,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth,12.6958,2025-07-04
8822,150728,INF109KC11L1,-,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,12.6332,2025-07-04
8823,151209,INF109KC11P2,INF109KC12P0,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW,12.0385,2025-07-04
8824,151210,INF109KC14P6,INF109KC15P3,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW,12.0999,2025-07-04
8825,151211,INF109KC13P8,-,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,12.1,2025-07-04
8826,151208,INF109KC10P4,-,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth,12.0387,2025-07-04
8827,149996,INF109KC12B0,INF109KC13B8,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW,12.3709,2025-07-04
8828,149997,INF109KC15B3,INF109KC16B1,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW,12.4329,2025-07-04
8829,149999,INF109KC14B6,-,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth,12.4329,2025-07-04
8830,149998,INF109KC11B2,-,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,12.3708,2025-07-04
8831,149283,INF109KC1V18,-,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,18.1984,2025-07-04
8832,149284,INF109KC1V26,INF109KC1V34,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,18.1978,2025-07-04
8833,149281,INF109KC1U84,-,ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,17.7917,2025-07-04
8834,149282,INF109KC1U92,INF109KC1V00,ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW,17.7924,2025-07-04
8835,153614,INF109K1A310,-,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - Growth,9.9365,2025-07-04
8836,153616,INF109K1A336,INF109K1A328,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - IDCW,9.9365,2025-07-04
8837,153613,INF109K1A286,-,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Growth,9.9351,2025-07-04
8838,153615,INF109K1A302,INF109K1A294,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - IDCW,9.9351,2025-07-04
8839,153546,INF109K1A252,-,ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - Growth,10.1231,2025-07-04
8840,153547,INF109K1A278,INF109K1A260,ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - IDCW,10.1231,2025-07-04
8841,153544,INF109K1A229,-,ICICI Prudential Nifty200 Quality 30 Index Fund - Growth,10.1193,2025-07-04
8842,153545,INF109K1A245,INF109K1A237,ICICI Prudential Nifty200 Quality 30 Index Fund - IDCW,10.1193,2025-07-04
8843,152936,INF109KC13X2,-,ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth,9.7018,2025-07-04
8844,152933,INF109KC15X7,INF109KC14X0,ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - IDCW,9.7018,2025-07-04
8845,152934,INF109KC10X8,-,ICICI Prudential Nifty200 Value 30 Index Fund - Growth,9.6598,2025-07-04
8846,152935,INF109KC12X4,INF109KC11X6,ICICI Prudential Nifty200 Value 30 Index Fund - IDCW,9.6598,2025-07-04
8847,150639,INF109KC10J7,-,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth,16.5623,2025-07-04
8848,150640,INF109KC11J5,INF109KC12J3,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW,16.562,2025-07-04
8849,150637,INF109KC17I4,-,ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,16.2954,2025-07-04
8850,150638,INF109KC18I2,INF109KC19I0,ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW,16.2952,2025-07-04
8851,152365,INF109KC16T3,-,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,10.9543,2025-07-04
8852,152367,INF109KC17T1,INF109KC18T9,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - IDCW,10.9543,2025-07-04
8853,152366,INF109KC19T7,-,ICICI Prudential Nifty50 Value 20 Index Fund - Growth,10.8813,2025-07-04
8854,152364,INF109KC10U4,INF109KC11U2,ICICI Prudential Nifty50 Value 20 Index Fund - IDCW,10.8812,2025-07-04
8856,151593,INF205KA1775,-,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth,1200.1655,2025-07-04
8857,151592,INF205KA1783,-,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - IDCW Payout,1200.1641,2025-07-04
8858,151590,INF205KA1759,-,Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth,1196.044,2025-07-04
8859,151591,INF205KA1767,-,Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - IDCW Payout,1196.0581,2025-07-04
8860,151597,INF205KA1817,-,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth,1233.9035,2025-07-04
8861,151596,INF205KA1825,-,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - IDCW Payout,1233.9046,2025-07-04
8862,151594,INF205KA1791,-,Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth,1229.7659,2025-07-04
8863,151595,INF205KA1809,-,Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - IDCW Payout,1229.7492,2025-07-04
8865,152038,INF174KA1OU1,-,Kotak  BSE Housing Index Fund - Regular Plan - Growth Option,13.894,2025-07-04
8866,152040,INF174KA1OV9,INF174KA1OW7,Kotak  BSE Housing Index Fund - Regular Plan - IDCW Option,13.894,2025-07-04
8867,152039,INF174KA1OX5,-,Kotak BSE Housing Index Fund - Direct Plan - Growth Option,14.037,2025-07-04
8868,152037,INF174KA1OY3,INF174KA1OZ0,Kotak BSE Housing Index Fund - Direct Plan - IDCW Option,14.035,2025-07-04
8869,152755,INF174KA1SL1,-,Kotak BSE PSU Index Fund - Direct Plan - Growth,8.948,2025-07-04
8870,152754,INF174KA1SM9,INF174KA1SN7,Kotak BSE PSU Index Fund - Direct Plan - IDCW Payout and Reinvestment,8.948,2025-07-04
8871,152752,INF174KA1SI7,-,Kotak BSE PSU Index Fund - Regular Plan - Growth,8.894,2025-07-04
8872,152753,INF174KA1SJ5,INF174KA1SK3,Kotak BSE PSU Index Fund - Regular Plan - IDCW Payout and Reinvestment,8.894,2025-07-04
8873,153284,INF174KA1US2,-,Kotak BSE Sensex Index Fund - Regular - Growth,11.043,2025-07-04
8874,153285,INF174KA1UT0,INF174KA1UU8,Kotak BSE Sensex Index Fund - Regular - IDCW,11.043,2025-07-04
8875,153286,INF174KA1UV6,-,Kotak BSE Sensex Index Fund- Direct - Growth,11.05,2025-07-04
8876,153287,INF174KA1UQ6,INF174KA1UR4,Kotak BSE Sensex Index Fund- Direct - IDCW,11.05,2025-07-04
8877,153313,INF174KA1UX2,-,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - Growth,10.3977,2025-07-04
8878,153312,INF174KA1UY0,INF174KA1UZ7,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - IDCW,10.3977,2025-07-04
8879,153311,INF174KA1VA8,-,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - Growth,10.3897,2025-07-04
8880,153310,INF174KA1VB6,INF174KA1VC4,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - IDCW,10.3897,2025-07-04
8881,152869,INF174KA1TF1,-,Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option,10.7992,2025-07-04
8882,152868,INF174KA1SU2,INF174KA1SV0,Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-IDCW,10.7978,2025-07-04
8883,152866,INF174KA1SW8,-,Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-GROWTH,10.7807,2025-07-04
8884,152867,INF174KA1SX6,INF174KA1SY4,Kotak CRISIL-IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-IDCW,10.7807,2025-07-04
8885,153372,INF174KA1VK7,-,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-Growth,10.2703,2025-07-04
8886,153373,INF174KA1VL5,INF174KA1VM3,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-IDCW,10.2705,2025-07-04
8887,153375,INF174KA1VN1,-,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-Growth,10.2625,2025-07-04
8888,153374,INF174KA1VO9,INF174KA1VP6,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-IDCW,10.2624,2025-07-04
8889,153146,INF174KA1TY2,-,Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth,10.564,2025-07-04
8890,153143,INF174KA1TZ9,INF174KA1UA0,Kotak Nifty 100 Equal Weight index Fund - Direct Plan - IDCW Option,10.563,2025-07-04
8891,153145,INF174KA1UB8,-,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth,10.536,2025-07-04
8892,153144,INF174KA1UC6,INF174KA1UD4,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - IDCW Option,10.536,2025-07-04
8893,152663,INF174KA1RZ3,-,Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option,10.8918,2025-07-04
8894,152665,INF174KA1SA4,INF174KA1SB2,Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - IDCW option,10.8919,2025-07-04
8895,152664,INF174KA1RW0,-,Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - Growth option,10.8186,2025-07-04
8896,152666,INF174KA1RX8,INF174KA1RY6,Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - IDCW option,10.8186,2025-07-04
8897,151781,INF174KA1OB1,-,Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,14.999,2025-07-04
8898,151782,INF174KA1OC9,INF174KA1OD7,Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW Payout,14.999,2025-07-04
8899,151783,INF174KA1NY5,-,Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,14.848,2025-07-04
8900,151780,INF174KA1NZ2,INF174KA1OA3,Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - IDCW Payout,14.848,2025-07-04
8901,153150,INF174KA1UE2,-,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,10.845,2025-07-04
8902,153147,INF174KA1UF9,INF174KA1UG7,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW Option,10.845,2025-07-04
8903,153148,INF174KA1UH5,-,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,10.816,2025-07-04
8904,153149,INF174KA1UI3,INF174KA1UJ1,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW Option,10.817,2025-07-04
8905,148978,INF174KA1HA7,-,Kotak Nifty 50 Index Fund - Direct Plan-Growth,16.718,2025-07-04
8906,148976,INF174KA1HB5,INF174KA1HC3,Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout,16.714,2025-07-04
8907,148974,INF174KA1GX1,-,Kotak Nifty 50 Index Fund - Regular Plan-Growth,16.504,2025-07-04
8908,148979,INF174KA1GY9,INF174KA1GZ6,Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout,16.504,2025-07-04
8909,153353,INF174KA1VE0,-,Kotak Nifty Commodities Index Fund-Direct Growth,11.254,2025-07-04
8910,153354,INF174KA1VF7,INF174KA1VG5,KOTAK NIFTY COMMODITIES INDEX FUND-DIRECT-IDCW-PAYOUT & REINVESTMENT,11.254,2025-07-04
8911,153351,INF174KA1VH3,-,KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR GROWTH,11.245,2025-07-04
8912,153352,INF174KA1VI1,INF174KA1VJ9,KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR-IDCW-PAYOUT & REINVESTMENT,11.245,2025-07-04
8913,151911,INF174KA1OR7,-,Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth option,15.716,2025-07-04
8914,151912,INF174KA1OS5,INF174KA1OT3,Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - IDCW option,15.716,2025-07-04
8915,151909,INF174KA1OO4,-,Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - Growth option,15.552,2025-07-04
8916,151910,INF174KA1OP1,INF174KA1OQ9,Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - IDCW option,15.552,2025-07-04
8917,152098,INF174KA1PJ1,-,Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth,11.9007,2025-07-04
8918,152099,INF174KA1PK9,INF174KA1PL7,Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - IDCW Payout,11.9008,2025-07-04
8919,152100,INF174KA1PG7,-,Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth,11.8495,2025-07-04
8920,152101,INF174KA1PH5,INF174KA1PI3,Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - IDCW Payout,11.8494,2025-07-04
8921,152873,INF174K1TA2,INF174KA1TB0,Kotak Nifty India Tourism Index Fund-Direct Plan-IDCW Option,10.028,2025-07-04
8922,152870,INF174KA1SZ1,-,Kotak Nifty India Tourism Index Fund-Direct-Growth Option,10.028,2025-07-04
8923,152872,INF174KA1TC8,-,Kotak Nifty India Tourism Index Fund-Regular plan-Growth,9.979,2025-07-04
8924,152871,INF174KA1TD6,INF174KA1TE4,Kotak Nifty India Tourism Index Fund-Regular Plan-IDCW Option,9.979,2025-07-04
8925,153401,INF174KA1VQ4,-,KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-GROWTH,11.278,2025-07-04
8926,153402,INF174KA1VR2,INF174KA1VS0,KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-IDCW-PAYOUT AND REINVESTMENT,11.278,2025-07-04
8927,153399,INF174KA1VT8,-,KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-GROWTH,11.262,2025-07-04
8928,153400,INF174KA1VU6,INF174KA1VV4,KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT,11.262,2025-07-04
8929,152916,INF174KA1TM7,-,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-Growth,9.572,2025-07-04
8930,152917,INF174KA1TN5,INF174KA1TO3,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-IDCW option,9.572,2025-07-04
8931,152918,INF174KA1TP0,-,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular Plan-Growth,9.526,2025-07-04
8932,152919,INF174KA1TQ8,INF174KA1TR6,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular plan-IDCW option,9.526,2025-07-04
8933,152767,INF174KA1SR8,-,KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH,10.343,2025-07-04
8934,152768,INF174KA1SS6,INF174KA1ST4,KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN-IDCW PAYOUT AND REINVESTMENT,10.343,2025-07-04
8935,152765,INF174KA1SO5,-,KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-GROWTH,10.287,2025-07-04
8936,152766,INF174KA1SP2,INF174KA1SQ0,KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT,10.287,2025-07-04
8937,148745,INF174KA1GA9,-,Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,19.9383,2025-07-04
8938,148746,INF174KA1FZ8,INF174KA1GB7,Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option,19.938,2025-07-04
8939,148743,INF174KA1FX3,-,Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,19.501,2025-07-04
8940,148744,INF174KA1FW5,INF174KA1FY1,Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option,19.5015,2025-07-04
8941,149855,INF174KA1IL2,-,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth,12.3805,2025-07-04
8942,149852,INF174KA1II8,-,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,12.3156,2025-07-04
8943,149853,INF174KA1IJ6,INF174KA1IK4,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,12.3159,2025-07-04
